,username,namespace,report_id,grade
106,sas.aluno,jardimsaopaulo,3635,
107,sas.aluno,jardimsaopaulo,3635,
108,sas.aluno,jardimsaopaulo,3635,
109,sas.aluno,jardimsaopaulo,3635,
110,sas.aluno,jardimsaopaulo,3635,
111,sas.aluno,jardimsaopaulo,3635,
112,sas.aluno,jardimsaopaulo,3635,
113,sas.aluno,jardimsaopaulo,3635,em 1a serie
114,sas.aluno,jardimsaopaulo,3635,
115,sas.aluno,jardimsaopaulo,3635,
116,sas.aluno,jardimsaopaulo,3635,
117,sas.aluno,jardimsaopaulo,3635,em 1a serie
118,sas.aluno,jardimsaopaulo,3635,
119,sas.aluno,jardimsaopaulo,3635,
120,sas.aluno,jardimsaopaulo,3635,
121,sas.aluno,jardimsaopaulo,3635,
122,sas.aluno,jardimsaopaulo,3635,
123,sas.aluno,jardimsaopaulo,3635,
124,sas.aluno,jardimsaopaulo,3635,
125,sas.aluno,jardimsaopaulo,3635,
126,sas.aluno,jardimsaopaulo,3635,
127,sas.aluno,jardimsaopaulo,3635,
128,sas.aluno,jardimsaopaulo,3635,
129,sas.aluno,jardimsaopaulo,3635,
130,sas.aluno,jardimsaopaulo,3635,
131,sas.aluno,jardimsaopaulo,3635,
132,sas.aluno,jardimsaopaulo,3635,
133,sas.aluno,jardimsaopaulo,3635,
134,sas.aluno,jardimsaopaulo,3635,
135,sas.aluno,jardimsaopaulo,3635,
136,sas.aluno,jardimsaopaulo,3635,
137,sas.aluno,jardimsaopaulo,3635,
138,sas.aluno,jardimsaopaulo,3635,infantil iv
139,sas.aluno,jardimsaopaulo,3635,
140,sas.aluno,jardimsaopaulo,3635,
141,sas.aluno,jardimsaopaulo,3635,
142,sas.aluno,jardimsaopaulo,3635,
143,sas.aluno,jardimsaopaulo,3635,
144,sas.aluno,jardimsaopaulo,3635,
145,sas.aluno,jardimsaopaulo,3635,
146,sas.aluno,jardimsaopaulo,3635,
147,sas.aluno,jardimsaopaulo,3635,
148,sas.aluno,jardimsaopaulo,3635,
149,sas.aluno,jardimsaopaulo,3635,
150,sas.aluno,jardimsaopaulo,3635,
151,sas.aluno,jardimsaopaulo,3635,
152,sas.aluno,jardimsaopaulo,3635,
153,sas.aluno,jardimsaopaulo,3635,
154,sas.aluno,jardimsaopaulo,3635,ef 7o ano
155,sas.aluno,jardimsaopaulo,3635,
156,sas.aluno,jardimsaopaulo,3635,
157,sas.aluno,jardimsaopaulo,3635,
158,sas.aluno,jardimsaopaulo,3635,
159,sas.aluno,jardimsaopaulo,3635,
160,sas.aluno,jardimsaopaulo,3635,em 1a serie
161,sas.aluno,jardimsaopaulo,3635,
162,sas.aluno,jardimsaopaulo,3635,
163,sas.aluno,jardimsaopaulo,3635,
164,sas.aluno,jardimsaopaulo,3635,
165,sas.aluno,jardimsaopaulo,3635,em 1a serie
166,sas.aluno,jardimsaopaulo,3635,
167,sas.aluno,jardimsaopaulo,3635,
168,sas.aluno,jardimsaopaulo,3635,
169,sas.aluno,jardimsaopaulo,3635,
170,sas.aluno,jardimsaopaulo,3635,
171,sas.aluno,jardimsaopaulo,3635,
172,sas.aluno,jardimsaopaulo,3635,
173,sas.aluno,jardimsaopaulo,3635,
174,sas.aluno,jardimsaopaulo,3635,
175,sas.aluno,jardimsaopaulo,3635,
176,sas.aluno,jardimsaopaulo,3635,em 1a serie
177,sas.aluno,jardimsaopaulo,3635,
178,sas.aluno,jardimsaopaulo,3635,
179,sas.aluno,jardimsaopaulo,3635,
180,sas.aluno,jardimsaopaulo,3635,em 1a serie
181,sas.aluno,jardimsaopaulo,3635,
182,sas.aluno,jardimsaopaulo,3635,
183,sas.aluno,jardimsaopaulo,3635,
184,sas.aluno,jardimsaopaulo,3635,
185,sas.aluno,jardimsaopaulo,3635,
186,sas.aluno,jardimsaopaulo,3635,
187,sas.aluno,jardimsaopaulo,3635,
188,sas.aluno,jardimsaopaulo,3635,
189,sas.aluno,jardimsaopaulo,3635,
190,sas.aluno,jardimsaopaulo,3635,
191,sas.aluno,jardimsaopaulo,3635,
192,sas.aluno,jardimsaopaulo,3635,
193,sas.aluno,jardimsaopaulo,3635,
194,sas.aluno,jardimsaopaulo,3635,
195,sas.aluno,jardimsaopaulo,3635,
196,sas.aluno,jardimsaopaulo,3635,
197,sas.aluno,jardimsaopaulo,3635,
198,sas.aluno,jardimsaopaulo,3635,
199,sas.aluno,jardimsaopaulo,3635,
200,sas.aluno,jardimsaopaulo,3635,
201,sas.aluno,jardimsaopaulo,3635,infantil iv
202,sas.aluno,jardimsaopaulo,3635,
203,sas.aluno,jardimsaopaulo,3635,
204,sas.aluno,jardimsaopaulo,3635,
205,sas.aluno,jardimsaopaulo,3635,
206,sas.aluno,jardimsaopaulo,3635,
207,sas.aluno,jardimsaopaulo,3635,
208,sas.aluno,jardimsaopaulo,3635,
209,sas.aluno,jardimsaopaulo,3635,
210,sas.aluno,jardimsaopaulo,3635,
211,sas.aluno,jardimsaopaulo,3635,
212,sas.aluno,jardimsaopaulo,3635,
213,sas.aluno,jardimsaopaulo,3635,
214,sas.aluno,jardimsaopaulo,3635,
215,sas.aluno,jardimsaopaulo,3635,
216,sas.aluno,jardimsaopaulo,3635,
217,sas.aluno,jardimsaopaulo,3635,ef 7o ano
218,sas.aluno,jardimsaopaulo,3635,
219,sas.aluno,jardimsaopaulo,3635,
220,sas.aluno,jardimsaopaulo,3635,
221,sas.aluno,jardimsaopaulo,3635,
222,sas.aluno,jardimsaopaulo,3635,
223,sas.aluno,jardimsaopaulo,3635,em 1a serie
224,sas.aluno,jardimsaopaulo,3635,
225,sas.aluno,jardimsaopaulo,3635,
226,sas.aluno,jardimsaopaulo,3635,
227,sas.aluno,jardimsaopaulo,3635,
228,sas.aluno,jardimsaopaulo,3635,em 1a serie
229,sas.aluno,jardimsaopaulo,3635,
230,sas.aluno,jardimsaopaulo,3635,
231,sas.aluno,jardimsaopaulo,3635,
232,sas.aluno,jardimsaopaulo,3635,
233,sas.aluno,jardimsaopaulo,3635,
234,sas.aluno,jardimsaopaulo,3635,
235,sas.aluno,jardimsaopaulo,3635,
236,sas.aluno,jardimsaopaulo,3635,
237,sas.aluno,jardimsaopaulo,3635,
238,sas.aluno,jardimsaopaulo,3635,
239,sas.aluno,jardimsaopaulo,3635,em 1a serie
240,sas.aluno,jardimsaopaulo,3635,
241,sas.aluno,jardimsaopaulo,3635,
242,sas.aluno,jardimsaopaulo,3635,
243,giovanahid,jardimsaopaulo,3635,
244,giovannaduarte,jardimsaopaulo,3635,
245,anacscoutinho,jardimsaopaulo,3635,
246,sas.aluno,jardimsaopaulo,3635,
247,sas.aluno,jardimsaopaulo,3635,
248,sas.aluno,jardimsaopaulo,3635,
249,giovanninigro,jardimsaopaulo,3635,
250,giovannasoares,jardimsaopaulo,3635,
251,aryanepaula,jardimsaopaulo,3635,
252,sas.aluno,jardimsaopaulo,3635,
253,anneolmos,jardimsaopaulo,3635,
254,sas.aluno,jardimsaopaulo,3635,
255,giuliamanunta,jardimsaopaulo,3635,
256,alexandrebuck,jardimsaopaulo,3635,
257,giuliaferreira,jardimsaopaulo,3635,
258,sas.aluno,jardimsaopaulo,3635,
259,sas.aluno,jardimsaopaulo,3635,
260,giuliapietscher,jardimsaopaulo,3635,
261,sas.aluno,jardimsaopaulo,3635,infantil iv
262,sas.aluno,jardimsaopaulo,3635,
263,sas.aluno,jardimsaopaulo,3635,
264,giuliarozzi,jardimsaopaulo,3635,
265,sas.aluno,jardimsaopaulo,3635,
266,sas.aluno,jardimsaopaulo,3635,
267,giulliagalante,jardimsaopaulo,3635,
268,beatrizbaptista,jardimsaopaulo,3635,
269,sas.aluno,jardimsaopaulo,3635,
270,guilhermesimoni,jardimsaopaulo,3635,
271,graziellazamboni,jardimsaopaulo,3635,
272,barbaramantovani,jardimsaopaulo,3635,
273,sas.aluno,jardimsaopaulo,3635,
274,anadacunha,jardimsaopaulo,3635,
275,sas.aluno,jardimsaopaulo,3635,
276,gustavopinheiro,jardimsaopaulo,3635,
277,gustavodanza,jardimsaopaulo,3635,
278,sas.aluno,jardimsaopaulo,3635,
279,sas.aluno,jardimsaopaulo,3635,
280,gustavograndini,jardimsaopaulo,3635,
281,beatrizbomfim,jardimsaopaulo,3635,
282,sas.aluno,jardimsaopaulo,3635,
283,sas.aluno,jardimsaopaulo,3635,
284,sas.aluno,jardimsaopaulo,3635,
285,gustavoqueiroz,jardimsaopaulo,3635,
286,sas.aluno,jardimsaopaulo,3635,
287,sas.aluno,jardimsaopaulo,3635,
288,henriqueangelotti,jardimsaopaulo,3635,
289,sas.aluno,jardimsaopaulo,3635,
290,sas.aluno,jardimsaopaulo,3635,
291,isabelacintra,jardimsaopaulo,3635,
292,henriquematsumoto,jardimsaopaulo,3635,
293,sas.aluno,jardimsaopaulo,3635,
294,sas.aluno,jardimsaopaulo,3635,
295,henriquemiramontes,jardimsaopaulo,3635,
296,beatrizbarros,jardimsaopaulo,3635,
297,sas.aluno,jardimsaopaulo,3635,
298,henriquenunes,jardimsaopaulo,3635,
299,anadasilva,jardimsaopaulo,3635,
300,sas.aluno,jardimsaopaulo,3635,
301,igormoura,jardimsaopaulo,3635,
302,sas.aluno,jardimsaopaulo,3635,
303,sas.aluno,jardimsaopaulo,3635,
304,beatrizquental,jardimsaopaulo,3635,
305,sas.aluno,jardimsaopaulo,3635,
306,isabellacardoso,jardimsaopaulo,3635,
307,beatrizcavalcanti,jardimsaopaulo,3635,
308,sas.aluno,jardimsaopaulo,3635,ef 7o ano
309,isabellanova,jardimsaopaulo,3635,
310,isabelavaz,jardimsaopaulo,3635,
311,aluno.jardimsp,jardimsaopaulo,3635,
312,sas.aluno,jardimsaopaulo,3635,
313,isabellepessoa,jardimsaopaulo,3635,
314,sas.aluno,jardimsaopaulo,3635,
315,sas.aluno,jardimsaopaulo,3635,
316,beatrizgoncalves,jardimsaopaulo,3635,
317,sas.aluno,jardimsaopaulo,3635,
318,isabellazuppo,jardimsaopaulo,3635,
319,isadoradamasceno,jardimsaopaulo,3635,
320,sas.aluno,jardimsaopaulo,3635,
321,sas.aluno,jardimsaopaulo,3635,
322,sas.aluno,jardimsaopaulo,3635,
323,sas.aluno,jardimsaopaulo,3635,
324,joaodeoliveira,jardimsaopaulo,3635,
325,beatrizholtz,jardimsaopaulo,3635,
326,sas.aluno,jardimsaopaulo,3635,em 1a serie
327,joaogalhardo,jardimsaopaulo,3635,
328,joaonascimento,jardimsaopaulo,3635,
329,anadeandrade,jardimsaopaulo,3635,
330,sas.aluno,jardimsaopaulo,3635,
331,sas.aluno,jardimsaopaulo,3635,
332,sas.aluno,jardimsaopaulo,3635,
333,joaogianelli,jardimsaopaulo,3635,
334,alihamdoun,jardimsaopaulo,3635,
335,sas.aluno,jardimsaopaulo,3635,
336,juliabrito,jardimsaopaulo,3635,
337,sas.aluno,jardimsaopaulo,3635,
338,sas.aluno,jardimsaopaulo,3635,
339,juliacasquel,jardimsaopaulo,3635,
340,juliaivankovich,jardimsaopaulo,3635,
341,beatrizsilva,jardimsaopaulo,3635,
342,sas.aluno,jardimsaopaulo,3635,em 1a serie
343,julialira,jardimsaopaulo,3635,
344,sas.aluno,jardimsaopaulo,3635,
345,sas.aluno,jardimsaopaulo,3635,
346,sas.aluno,jardimsaopaulo,3635,
347,sas.aluno,jardimsaopaulo,3635,
348,juliacotrim,jardimsaopaulo,3635,
349,julianoguchi,jardimsaopaulo,3635,
350,brenorubio,jardimsaopaulo,3635,
351,biancayenikomochian,jardimsaopaulo,3635,
352,sas.aluno,jardimsaopaulo,3635,
353,sas.aluno,jardimsaopaulo,3635,
354,juliafernandes,jardimsaopaulo,3635,
355,anaecheguren,jardimsaopaulo,3635,
356,sas.aluno,jardimsaopaulo,3635,
357,kassemhamdoun,jardimsaopaulo,3635,
358,juliasoltoski,jardimsaopaulo,3635,
359,sas.aluno,jardimsaopaulo,3635,ef 7o ano
360,sas.aluno,jardimsaopaulo,3635,
361,juliavassoler,jardimsaopaulo,3635,
362,sas.aluno,jardimsaopaulo,3635,
363,sas.aluno,jardimsaopaulo,3635,
364,juliavisconti,jardimsaopaulo,3635,
365,sas.aluno,jardimsaopaulo,3635,
366,sas.aluno,jardimsaopaulo,3635,
367,brunaloureiro,jardimsaopaulo,3635,
368,sas.aluno,jardimsaopaulo,3635,
369,kimberlybarandas,jardimsaopaulo,3635,
370,kesiagomes,jardimsaopaulo,3635,
371,brunaamorim,jardimsaopaulo,3635,
372,sas.aluno,jardimsaopaulo,3635,
373,sas.aluno,jardimsaopaulo,3635,
374,sas.aluno,jardimsaopaulo,3635,em 1a serie
375,larissadesouza,jardimsaopaulo,3635,
376,lainero,jardimsaopaulo,3635,
377,sas.aluno,jardimsaopaulo,3635,
378,sas.aluno,jardimsaopaulo,3635,
379,analicebuassaly,jardimsaopaulo,3635,
380,sas.aluno,jardimsaopaulo,3635,
381,larissazafred,jardimsaopaulo,3635,
382,sas.aluno,jardimsaopaulo,3635,
383,sas.aluno,jardimsaopaulo,3635,
384,lauraleme,jardimsaopaulo,3635,
385,laramakul,jardimsaopaulo,3635,
386,carolinamarcelino,jardimsaopaulo,3635,
387,sas.aluno,jardimsaopaulo,3635,em 1a serie
388,brunoravena,jardimsaopaulo,3635,
389,sas.aluno,jardimsaopaulo,3635,
390,leonardoquintal,jardimsaopaulo,3635,
391,sas.aluno,jardimsaopaulo,3635,
392,sas.aluno,jardimsaopaulo,3635,
393,leticiadeoliveira,jardimsaopaulo,3635,
394,leonardocerf,jardimsaopaulo,3635,
395,sas.aluno,jardimsaopaulo,3635,
396,sas.aluno,jardimsaopaulo,3635,
397,leonardodasilva,jardimsaopaulo,3635,
398,brunotorneri,jardimsaopaulo,3635,
399,sas.aluno,jardimsaopaulo,3635,
400,leonardofranze,jardimsaopaulo,3635,
401,sas.aluno,jardimsaopaulo,3635,
402,sas.aluno,jardimsaopaulo,3635,
403,leonardonunes,jardimsaopaulo,3635,
404,sas.aluno,jardimsaopaulo,3635,
405,sas.aluno,jardimsaopaulo,3635,
406,camilatakara,jardimsaopaulo,3635,
407,sas.aluno,jardimsaopaulo,3635,
408,leticiakanemoto,jardimsaopaulo,3635,
409,alicebonini,jardimsaopaulo,3635,
410,sas.aluno,jardimsaopaulo,3635,
411,liviapinheiro,jardimsaopaulo,3635,
412,liviadasilva,jardimsaopaulo,3635,
413,sas.aluno,jardimsaopaulo,3635,em 1a serie
414,sas.aluno,jardimsaopaulo,3635,
415,carlaneres,jardimsaopaulo,3635,
416,sas.aluno,jardimsaopaulo,3635,
417,liviareis,jardimsaopaulo,3635,
418,sas.aluno,jardimsaopaulo,3635,
419,sas.aluno,jardimsaopaulo,3635,
420,liviarodrigues,jardimsaopaulo,3635,
421,sas.aluno,jardimsaopaulo,3635,
422,sas.aluno,jardimsaopaulo,3635,
423,louiseborrego,jardimsaopaulo,3635,
424,lorenacantalice,jardimsaopaulo,3635,
425,ananovais,jardimsaopaulo,3635,
426,sas.aluno,jardimsaopaulo,3635,
427,sas.aluno,jardimsaopaulo,3635,
428,sas.aluno,jardimsaopaulo,3635,
429,luanmorais,jardimsaopaulo,3635,
430,luanadomingos,jardimsaopaulo,3635,
431,carolinanicodemos,jardimsaopaulo,3635,
432,sas.aluno,jardimsaopaulo,3635,
433,sas.aluno,jardimsaopaulo,3635,
434,sas.aluno,jardimsaopaulo,3635,
435,lucamendes,jardimsaopaulo,3635,
436,sas.aluno,jardimsaopaulo,3635,
437,sas.aluno,jardimsaopaulo,3635,
438,lucasseemann,jardimsaopaulo,3635,
439,luanaprado,jardimsaopaulo,3635,
440,danielpinheiro,jardimsaopaulo,3635,
441,sas.aluno,jardimsaopaulo,3635,
442,luanateixeira,jardimsaopaulo,3635,
443,catherinefreitas,jardimsaopaulo,3635,
444,sas.aluno,jardimsaopaulo,3635,
445,sas.aluno,jardimsaopaulo,3635,
446,sas.aluno,jardimsaopaulo,3635,
447,luccasjanune,jardimsaopaulo,3635,
448,sas.aluno,jardimsaopaulo,3635,
449,sas.aluno,jardimsaopaulo,3635,infantil iv
450,luisaameixieira,jardimsaopaulo,3635,
451,lucasnystrom,jardimsaopaulo,3635,
452,danielvieira,jardimsaopaulo,3635,
453,sas.aluno,jardimsaopaulo,3635,
454,luiscunha,jardimsaopaulo,3635,
455,anapinheiro,jardimsaopaulo,3635,
456,sas.aluno,jardimsaopaulo,3635,
457,sas.aluno,jardimsaopaulo,3635,em 1a serie
458,sas.aluno,jardimsaopaulo,3635,
459,luizaciavaglia,jardimsaopaulo,3635,
460,luispereira,jardimsaopaulo,3635,
461,amandademorais,jardimsaopaulo,3635,
462,sas.aluno,jardimsaopaulo,3635,
463,sas.aluno,jardimsaopaulo,3635,
464,sas.aluno,jardimsaopaulo,3635,
465,luizagalante,jardimsaopaulo,3635,
466,luizarosell,jardimsaopaulo,3635,
467,danielruiz,jardimsaopaulo,3635,
468,sas.aluno,jardimsaopaulo,3635,
469,sas.aluno,jardimsaopaulo,3635,
470,sas.aluno,jardimsaopaulo,3635,
471,luizagoncalves,jardimsaopaulo,3635,
472,sas.aluno,jardimsaopaulo,3635,
473,sas.aluno,jardimsaopaulo,3635,
474,marciobraga,jardimsaopaulo,3635,
475,manuelasilva,jardimsaopaulo,3635,
476,diogofurlanetto,jardimsaopaulo,3635,
477,sas.aluno,jardimsaopaulo,3635,
478,anaprates,jardimsaopaulo,3635,
479,sas.aluno,jardimsaopaulo,3635,
480,mariaesteban,jardimsaopaulo,3635,
481,marcobrito,jardimsaopaulo,3635,
482,sas.aluno,jardimsaopaulo,3635,
483,sas.aluno,jardimsaopaulo,3635,
484,mariadelima,jardimsaopaulo,3635,
485,douglasdasilva,jardimsaopaulo,3635,
486,sas.aluno,jardimsaopaulo,3635,
487,mariagregorio,jardimsaopaulo,3635,
488,alunoteste101,jardimsaopaulo,3635,
489,sas.aluno,jardimsaopaulo,3635,
490,mariahcavalcante,jardimsaopaulo,3635,
491,sas.aluno,jardimsaopaulo,3635,
492,ericmarques,jardimsaopaulo,3635,
493,sas.aluno,jardimsaopaulo,3635,
494,sas.aluno,jardimsaopaulo,3635,
495,mariafelippim,jardimsaopaulo,3635,
496,mariahermida,jardimsaopaulo,3635,
497,sas.aluno,jardimsaopaulo,3635,
498,sas.aluno,jardimsaopaulo,3635,ef 7o ano
499,sas.aluno,jardimsaopaulo,3635,
500,sas.aluno,jardimsaopaulo,3635,
501,marianaferreira,jardimsaopaulo,3635,
502,estherrodrigues,jardimsaopaulo,3635,
503,sas.aluno,jardimsaopaulo,3635,
504,marianagarcia,jardimsaopaulo,3635,
505,andremuradian,jardimsaopaulo,3635,
506,sas.aluno,jardimsaopaulo,3635,
507,marianakuymjian,jardimsaopaulo,3635,
508,sas.aluno,jardimsaopaulo,3635,
509,sas.aluno,jardimsaopaulo,3635,
510,marinadias,jardimsaopaulo,3635,
511,mariapalermo,jardimsaopaulo,3635,
512,felipegoncalves,jardimsaopaulo,3635,
513,sas.aluno,jardimsaopaulo,3635,
514,mariasimao,jardimsaopaulo,3635,
515,felipecemin,jardimsaopaulo,3635,
516,sas.aluno,jardimsaopaulo,3635,em 1a serie
517,alexiasobral,jardimsaopaulo,3635,
518,sas.aluno,jardimsaopaulo,3635,
519,marinamachado,jardimsaopaulo,3635,
520,sas.aluno,jardimsaopaulo,3635,
521,sas.aluno,jardimsaopaulo,3635,
522,marinasantanna,jardimsaopaulo,3635,
523,sas.aluno,jardimsaopaulo,3635,
524,sas.aluno,jardimsaopaulo,3635,
525,mariavasconcelos,jardimsaopaulo,3635,
526,marinaxavier,jardimsaopaulo,3635,
527,sas.aluno,jardimsaopaulo,3635,
528,sas.aluno,jardimsaopaulo,3635,
529,fernandamarin,jardimsaopaulo,3635,
530,sas.aluno,jardimsaopaulo,3635,em 1a serie
531,matheusmiranda,jardimsaopaulo,3635,
532,felipetrancho,jardimsaopaulo,3635,
533,sas.aluno,jardimsaopaulo,3635,
534,miguelchiarioni,jardimsaopaulo,3635,
535,matheusdossantos,jardimsaopaulo,3635,
536,andresbusta,jardimsaopaulo,3635,
537,sas.aluno,jardimsaopaulo,3635,
538,sas.aluno,jardimsaopaulo,3635,
539,sas.aluno,jardimsaopaulo,3635,
540,murilocarvalho,jardimsaopaulo,3635,
541,matheusgiovannini,jardimsaopaulo,3635,
542,fernandoascani,jardimsaopaulo,3635,
543,sas.aluno,jardimsaopaulo,3635,
544,matheuskikumori,jardimsaopaulo,3635,
545,andrearaujo,jardimsaopaulo,3635,
546,sas.aluno,jardimsaopaulo,3635,
547,sas.aluno,jardimsaopaulo,3635,
548,sas.aluno,jardimsaopaulo,3635,
549,murilomaior,jardimsaopaulo,3635,
550,naomiarakaki,jardimsaopaulo,3635,
551,sas.aluno,jardimsaopaulo,3635,
552,sas.aluno,jardimsaopaulo,3635,
553,sas.aluno,jardimsaopaulo,3635,em 1a serie
554,sas.aluno,jardimsaopaulo,3635,
555,nicoleferraz,jardimsaopaulo,3635,
556,nataliasarkisian,jardimsaopaulo,3635,
557,fernandapinheiro,jardimsaopaulo,3635,
558,sas.aluno,jardimsaopaulo,3635,
559,nathaliaandrade,jardimsaopaulo,3635,
560,sas.aluno,jardimsaopaulo,3635,
561,sas.aluno,jardimsaopaulo,3635,
562,nathaliabaciglieri,jardimsaopaulo,3635,
563,sas.aluno,jardimsaopaulo,3635,
564,sas.aluno,jardimsaopaulo,3635,em 1a serie
565,gabrielabarros,jardimsaopaulo,3635,
566,sas.aluno,jardimsaopaulo,3635,
567,nicolepizzo,jardimsaopaulo,3635,
568,franciscoribeiro,jardimsaopaulo,3635,
569,sas.aluno,jardimsaopaulo,3635,
570,nicoleribeiro,jardimsaopaulo,3635,
571,andreborges,jardimsaopaulo,3635,
572,sas.aluno,jardimsaopaulo,3635,
573,otaviotapias,jardimsaopaulo,3635,
574,sas.aluno,jardimsaopaulo,3635,
575,sas.aluno,jardimsaopaulo,3635,em 1a serie
576,pedrofarrath,jardimsaopaulo,3635,
577,otaviodasilva,jardimsaopaulo,3635,
578,gabrielalopes,jardimsaopaulo,3635,
579,sas.aluno,jardimsaopaulo,3635,
580,sas.aluno,jardimsaopaulo,3635,em 1a serie
581,sas.aluno,jardimsaopaulo,3635,
582,pedrogiovannini,jardimsaopaulo,3635,
583,pedrobarcha,jardimsaopaulo,3635,
584,sas.aluno,jardimsaopaulo,3635,
585,sas.aluno,jardimsaopaulo,3635,
586,pedrobenevides,jardimsaopaulo,3635,
587,sas.aluno,jardimsaopaulo,3635,
588,sas.aluno,jardimsaopaulo,3635,
589,sas.aluno,jardimsaopaulo,3635,em 1a serie
590,sas.aluno,jardimsaopaulo,3635,
591,pedrokatopodis,jardimsaopaulo,3635,
592,pedrohermida,jardimsaopaulo,3635,
